Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day ,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level,,Location ,Time of Day,Day,Average Sound Level
A,Morn,1,61.94,,A,Noon,1,76.76,,A,Afternoon,1,74.55,,A,Morn,2,60.1,,A,Noon,2,65.124,,A,Afternoon,2,79.9137255,,A,Morn,3,62.772549,,A,Noon,3,67.825,,A,Afternoon,3,70.6148148,,A,Morn,4,65.0117647,,A,Noon,4,71.5846154,,A,Afternoon,4,61.1142857,,B,Morn,1,75.0946429,,B,Noon,1,73.7132076,,B,Afternoon,1,65.6333333,,B,Morn,2,63.9137255,,B,Noon,2,60.4036364,,B,Afternoon,2,64.3283019,,B,Morn,3,65.3074074,,B,Noon,3,65.2773585,,B,Afternoon,3,64.9846154,,B,Morn,4,70.5527273,,B,Noon,4,78.2363636,,B,Afternoon,4,67.4660377,,C,Morn,1,49.3884615,,C,Noon,1,65.1705882,,C,Afternoon,1,59.8134615,,C,Morn,2,43.9183674,,C,Noon,2,49.8777778,,C,Afternoon,2,62.0666667,,C,Morn,3,33.8618182,,C,Noon,3,56.0211539,,C,Afternoon,3,42.2692308,,C,Morn,4,41.9230769,,C,Noon,4,44.9384615,,C,Afternoon,4,27.2096154
A,Morn,1,62.96,,A,Noon,1,76.76,,A,Afternoon,1,77.35,,A,Morn,2,60.2,,A,Noon,2,63.952,,A,Afternoon,2,79.4901961,,A,Morn,3,63.772549,,A,Noon,3,70.5576923,,A,Afternoon,3,69.9,,A,Morn,4,58.3588235,,A,Noon,4,76.2019231,,A,Afternoon,4,60.9357143,,B,Morn,1,74.0678571,,B,Noon,1,72.6415094,,B,Afternoon,1,65.7074074,,B,Morn,2,61.8705882,,B,Noon,2,60.1854546,,B,Afternoon,2,65.3283019,,B,Morn,3,63.2388889,,B,Noon,3,64.1415094,,B,Afternoon,3,63.5884615,,B,Morn,4,71.5672727,,B,Noon,4,75.32,,B,Afternoon,4,67.9566038,,C,Morn,1,46.4865385,,C,Noon,1,66.6411765,,C,Afternoon,1,57.6769231,,C,Morn,2,37.8163265,,C,Noon,2,50.6907407,,C,Afternoon,2,60.0803922,,C,Morn,3,31.6527273,,C,Noon,3,54.8442308,,C,Afternoon,3,41.85,,C,Morn,4,43.525,,C,Noon,4,37.175,,C,Afternoon,4,26.9134615
A,Morn,1,65.3,,A,Noon,1,76.76,,A,Afternoon,1,80.45,,A,Morn,2,55,,A,Noon,2,63.876,,A,Afternoon,2,79.7137255,,A,Morn,3,63.1019608,,A,Noon,3,66.5615385,,A,Afternoon,3,69.5222222,,A,Morn,4,64.2862745,,A,Noon,4,73.0557692,,A,Afternoon,4,60.6357143,,B,Morn,1,74.0482143,,B,Noon,1,73.5415094,,B,Afternoon,1,66.1259259,,B,Morn,2,61.7607843,,B,Noon,2,63.0963636,,B,Afternoon,2,64.3415094,,B,Morn,3,63.4574074,,B,Noon,3,65.9716981,,B,Afternoon,3,59.3288462,,B,Morn,4,71.7363636,,B,Noon,4,75.92,,B,Afternoon,4,67.6,,C,Morn,1,47.4596154,,C,Noon,1,65.8843137,,C,Afternoon,1,63.8519231,,C,Morn,2,45.3530612,,C,Noon,2,51.5666667,,C,Afternoon,2,56.8843137,,C,Morn,3,31.1309091,,C,Noon,3,51.9865385,,C,Afternoon,3,44.7788462,,C,Morn,4,36.5673077,,C,Noon,4,37.2346154,,C,Afternoon,4,33.25
A,Morn,1,68.2,,A,Noon,1,76.76,,A,Afternoon,1,78.7,,A,Morn,2,60.3,,A,Noon,2,62.978,,A,Afternoon,2,79.0980392,,A,Morn,3,66.5372549,,A,Noon,3,65.675,,A,Afternoon,3,68.7944444,,A,Morn,4,55.8882353,,A,Noon,4,68.9942308,,A,Afternoon,4,61.95,,B,Morn,1,73.9625,,B,Noon,1,73.1207547,,B,Afternoon,1,65.7592593,,B,Morn,2,63.3215686,,B,Noon,2,60.7381818,,B,Afternoon,2,65.7886793,,B,Morn,3,65.2703704,,B,Noon,3,66.4622642,,B,Afternoon,3,62.0538462,,B,Morn,4,72.0181818,,B,Noon,4,79.5454546,,B,Afternoon,4,67.7981132,,C,Morn,1,47.9557692,,C,Noon,1,69.2568628,,C,Afternoon,1,64.5711539,,C,Morn,2,36.9020408,,C,Noon,2,52.5685185,,C,Afternoon,2,59.3529412,,C,Morn,3,32.5709091,,C,Noon,3,46.6884615,,C,Afternoon,3,42.5153846,,C,Morn,4,40.725,,C,Noon,4,43.7365385,,C,Afternoon,4,31.0134615
A,Morn,1,64.2,,A,Noon,1,76.76,,A,Afternoon,1,75.2,,A,Morn,2,60.7,,A,Noon,2,61.888,,A,Afternoon,2,79.145098,,A,Morn,3,64.6921569,,A,Noon,3,71.425,,A,Afternoon,3,69.7703704,,A,Morn,4,54.3980392,,A,Noon,4,69.5461539,,A,Afternoon,4,61.2928571,,B,Morn,1,73.9910714,,B,Noon,1,75.4660377,,B,Afternoon,1,65.4185185,,B,Morn,2,61.9862745,,B,Noon,2,60.6163636,,B,Afternoon,2,66.2849057,,B,Morn,3,64.9185185,,B,Noon,3,65.2528302,,B,Afternoon,3,60.8211539,,B,Morn,4,72.6545455,,B,Noon,4,70.4545455,,B,Afternoon,4,67.7320755,,C,Morn,1,47.7711539,,C,Noon,1,66.9666667,,C,Afternoon,1,69.3980769,,C,Morn,2,39.8836735,,C,Noon,2,53.8740741,,C,Afternoon,2,58.4666667,,C,Morn,3,40.9963636,,C,Noon,3,52.1788462,,C,Afternoon,3,43.5269231,,C,Morn,4,44.1365385,,C,Noon,4,41.1211539,,C,Afternoon,4,27.4923077
A,Morn,1,63.24,,A,Noon,1,76.76,,A,Afternoon,1,72.25,,A,Morn,2,54.8,,A,Noon,2,61.068,,A,Afternoon,2,78.8431373,,A,Morn,3,62.1215686,,A,Noon,3,68.1596154,,A,Afternoon,3,68.9981482,,A,Morn,4,46.0901961,,A,Noon,4,65.4730769,,A,Afternoon,4,61.5821429,,B,Morn,1,74.0142857,,B,Noon,1,75.0716981,,B,Afternoon,1,67.1222222,,B,Morn,2,63.7607843,,B,Noon,2,63.8218182,,B,Afternoon,2,64.1981132,,B,Morn,3,61.7796296,,B,Noon,3,66.8490566,,B,Afternoon,3,62.0230769,,B,Morn,4,73.0872727,,B,Noon,4,77.5490909,,B,Afternoon,4,67.7132076,,C,Morn,1,49.0192308,,C,Noon,1,67.1745098,,C,Afternoon,1,62.3519231,,C,Morn,2,38.9346939,,C,Noon,2,55.1574074,,C,Afternoon,2,58.4901961,,C,Morn,3,43.4327273,,C,Noon,3,53.3307692,,C,Afternoon,3,43.5211539,,C,Morn,4,43.8884615,,C,Noon,4,40.8480769,,C,Afternoon,4,27.8173077
A,Morn,1,63.1,,A,Noon,1,76.76,,A,Afternoon,1,78.6,,A,Morn,2,59.3,,A,Noon,2,63.962,,A,Afternoon,2,77.3411765,,A,Morn,3,65.1215686,,A,Noon,3,67.2519231,,A,Afternoon,3,69.05,,A,Morn,4,51.1294118,,A,Noon,4,63.7403846,,A,Afternoon,4,61.5964286,,B,Morn,1,76.1767857,,B,Noon,1,75.3,,B,Afternoon,1,66.2666667,,B,Morn,2,61.8372549,,B,Noon,2,65.2454546,,B,Afternoon,2,63.9886793,,B,Morn,3,57.0055556,,B,Noon,3,66.854717,,B,Afternoon,3,60.8692308,,B,Morn,4,72.9381818,,B,Noon,4,79.9854546,,B,Afternoon,4,69.4358491,,C,Morn,1,45.7557692,,C,Noon,1,66.7078431,,C,Afternoon,1,59.1403846,,C,Morn,2,37.7020408,,C,Noon,2,58.2981482,,C,Afternoon,2,58.2215686,,C,Morn,3,41.3690909,,C,Noon,3,48.8807692,,C,Afternoon,3,42.125,,C,Morn,4,42.2326923,,C,Noon,4,48.5807692,,C,Afternoon,4,26.8269231
A,Morn,1,65.46,,A,Noon,1,76.76,,A,Afternoon,1,77.95,,A,Morn,2,58,,A,Noon,2,64.45,,A,Afternoon,2,78.2529412,,A,Morn,3,67.8313726,,A,Noon,3,69.1615385,,A,Afternoon,3,68.0685185,,A,Morn,4,49.0490196,,A,Noon,4,66.1596154,,A,Afternoon,4,60.8946429,,B,Morn,1,75.2464286,,B,Noon,1,73.6603774,,B,Afternoon,1,66.112963,,B,Morn,2,61.5666667,,B,Noon,2,65.4236364,,B,Afternoon,2,65.8283019,,B,Morn,3,65.9833333,,B,Noon,3,66.3622642,,B,Afternoon,3,59.6230769,,B,Morn,4,72.5236364,,B,Noon,4,72.7909091,,B,Afternoon,4,69.8433962,,C,Morn,1,48.8230769,,C,Noon,1,67.5117647,,C,Afternoon,1,59.2326923,,C,Morn,2,40.5,,C,Noon,2,55.7,,C,Afternoon,2,60.3392157,,C,Morn,3,35.0163636,,C,Noon,3,49.4269231,,C,Afternoon,3,46.4384615,,C,Morn,4,40.4980769,,C,Noon,4,48.6346154,,C,Afternoon,4,36.0326923
A,Morn,1,65.32,,A,Noon,1,76.76,,A,Afternoon,1,78.95,,A,Morn,2,57.9,,A,Noon,2,64.404,,A,Afternoon,2,76.3352941,,A,Morn,3,65.1196078,,A,Noon,3,68.4153846,,A,Afternoon,3,70.25,,A,Morn,4,49.4647059,,A,Noon,4,65.7269231,,A,Afternoon,4,60.6,,B,Morn,1,76.3732143,,B,Noon,1,72.7641509,,B,Afternoon,1,65.2944444,,B,Morn,2,60.2686275,,B,Noon,2,62.4581818,,B,Afternoon,2,63.9320755,,B,Morn,3,64.8574074,,B,Noon,3,72.3886793,,B,Afternoon,3,62.1980769,,B,Morn,4,72.3490909,,B,Noon,4,72.8163636,,B,Afternoon,4,70.3849057,,C,Morn,1,48.45,,C,Noon,1,67.1470588,,C,Afternoon,1,60.6942308,,C,Morn,2,41.2897959,,C,Noon,2,53.8148148,,C,Afternoon,2,58.2529412,,C,Morn,3,35.1109091,,C,Noon,3,46.4634615,,C,Afternoon,3,49.8884615,,C,Morn,4,36.9134615,,C,Noon,4,47.1346154,,C,Afternoon,4,36.675
A,Morn,1,66.02,,A,Noon,1,76.76,,A,Afternoon,1,76.75,,A,Morn,2,53.7,,A,Noon,2,65.066,,A,Afternoon,2,75.9588235,,A,Morn,3,65.6568628,,A,Noon,3,69.4,,A,Afternoon,3,69.3962963,,A,Morn,4,49.372549,,A,Noon,4,66.4673077,,A,Afternoon,4,61.4625,,B,Morn,1,75.7714286,,B,Noon,1,74.954717,,B,Afternoon,1,64.4888889,,B,Morn,2,56.3960784,,B,Noon,2,64.3,,B,Afternoon,2,65.6924528,,B,Morn,3,60.6981482,,B,Noon,3,73.5320755,,B,Afternoon,3,63.8557692,,B,Morn,4,71.8709091,,B,Noon,4,72.8345455,,B,Afternoon,4,69.5339623,,C,Morn,1,49.9942308,,C,Noon,1,65.9490196,,C,Afternoon,1,58.9961539,,C,Morn,2,40.4,,C,Noon,2,53.7222222,,C,Afternoon,2,57.8176471,,C,Morn,3,35.2709091,,C,Noon,3,49.2884615,,C,Afternoon,3,46.5346154,,C,Morn,4,41.7730769,,C,Noon,4,49.6826923,,C,Afternoon,4,34.9076923
A,Morn,1,63.24,,A,Noon,1,76.76,,A,Afternoon,1,75.75,,A,Morn,2,57.6,,A,Noon,2,68.11,,A,Afternoon,2,76.0588235,,A,Morn,3,63.5843137,,A,Noon,3,65.0173077,,A,Afternoon,3,69.5259259,,A,Morn,4,49.7823529,,A,Noon,4,65.8153846,,A,Afternoon,4,62.1589286,,B,Morn,1,77.6803571,,B,Noon,1,72.5566038,,B,Afternoon,1,64.8314815,,B,Morn,2,57.8568628,,B,Noon,2,68.9381818,,B,Afternoon,2,64.3981132,,B,Morn,3,62.3555556,,B,Noon,3,67.6207547,,B,Afternoon,3,64.5115385,,B,Morn,4,72.1963636,,B,Noon,4,70.4745455,,B,Afternoon,4,67.9754717,,C,Morn,1,45.7288462,,C,Noon,1,66.0960784,,C,Afternoon,1,60.2846154,,C,Morn,2,36.8510204,,C,Noon,2,53.5055556,,C,Afternoon,2,57.6,,C,Morn,3,34.4618182,,C,Noon,3,52.0961539,,C,Afternoon,3,45.525,,C,Morn,4,42.6769231,,C,Noon,4,46.6269231,,C,Afternoon,4,36.6
A,Morn,1,60.76,,A,Noon,1,76.76,,A,Afternoon,1,76.95,,A,Morn,2,56.7,,A,Noon,2,65.716,,A,Afternoon,2,75.0509804,,A,Morn,3,61.972549,,A,Noon,3,65.9384615,,A,Afternoon,3,69.8518519,,A,Morn,4,49.9705882,,A,Noon,4,65.9,,A,Afternoon,4,60.7964286,,B,Morn,1,78.0642857,,B,Noon,1,74.5075472,,B,Afternoon,1,65.6240741,,B,Morn,2,57.9078431,,B,Noon,2,59.5036364,,B,Afternoon,2,64.3037736,,B,Morn,3,69.5,,B,Noon,3,65.0283019,,B,Afternoon,3,64.9596154,,B,Morn,4,72.0054546,,B,Noon,4,69.8490909,,B,Afternoon,4,67.5584906,,C,Morn,1,49.7,,C,Noon,1,68.1666667,,C,Afternoon,1,56.9403846,,C,Morn,2,37.6897959,,C,Noon,2,49.3518519,,C,Afternoon,2,58.9098039,,C,Morn,3,33.7363636,,C,Noon,3,47.3115385,,C,Afternoon,3,46.1788462,,C,Morn,4,39.1423077,,C,Noon,4,47.8596154,,C,Afternoon,4,37.1788462
A,Morn,1,60.34,,A,Noon,1,76.76,,A,Afternoon,1,77.4,,A,Morn,2,54.1,,A,Noon,2,63,,A,Afternoon,2,74.8156863,,A,Morn,3,64.072549,,A,Noon,3,67.0153846,,A,Afternoon,3,68.9444444,,A,Morn,4,53.0137255,,A,Noon,4,73.1961539,,A,Afternoon,4,61.0053571,,B,Morn,1,76.4339286,,B,Noon,1,71.1924528,,B,Afternoon,1,65.1148148,,B,Morn,2,59.8176471,,B,Noon,2,63.7490909,,B,Afternoon,2,66.0471698,,B,Morn,3,64.2574074,,B,Noon,3,64.7,,B,Afternoon,3,60.6711539,,B,Morn,4,72.2272727,,B,Noon,4,68.72,,B,Afternoon,4,67.9188679,,C,Morn,1,48.5403846,,C,Noon,1,66.872549,,C,Afternoon,1,57.3923077,,C,Morn,2,37.8040816,,C,Noon,2,53.2277778,,C,Afternoon,2,57.2980392,,C,Morn,3,32.1290909,,C,Noon,3,43.6480769,,C,Afternoon,3,57.9288462,,C,Morn,4,41.2980769,,C,Noon,4,45.6576923,,C,Afternoon,4,34.6673077
A,Morn,1,62.98,,A,Noon,1,76.76,,A,Afternoon,1,74.6,,A,Morn,2,62.1,,A,Noon,2,64.336,,A,Afternoon,2,75.945098,,A,Morn,3,62.2901961,,A,Noon,3,69.2788462,,A,Afternoon,3,68.2685185,,A,Morn,4,51.5176471,,A,Noon,4,73.8038462,,A,Afternoon,4,61.1803571,,B,Morn,1,75.525,,B,Noon,1,75.6264151,,B,Afternoon,1,64.4203704,,B,Morn,2,57.7470588,,B,Noon,2,60.4963636,,B,Afternoon,2,64.1622642,,B,Morn,3,65.937037,,B,Noon,3,65.0698113,,B,Afternoon,3,63.3519231,,B,Morn,4,72.28,,B,Noon,4,66.6418182,,B,Afternoon,4,67.3849057,,C,Morn,1,50.8153846,,C,Noon,1,72.3215686,,C,Afternoon,1,55.0576923,,C,Morn,2,38.2469388,,C,Noon,2,50.8388889,,C,Afternoon,2,58.0823529,,C,Morn,3,32.4309091,,C,Noon,3,47.8923077,,C,Afternoon,3,56.2211539,,C,Morn,4,38.675,,C,Noon,4,49.1480769,,C,Afternoon,4,35.6230769
A,Morn,1,64.28,,A,Noon,1,76.76,,A,Afternoon,1,73.55,,A,Morn,2,58.4,,A,Noon,2,64.742,,A,Afternoon,2,77.1843137,,A,Morn,3,61.027451,,A,Noon,3,74.8076923,,A,Afternoon,3,67.6222222,,A,Morn,4,51.3490196,,A,Noon,4,77.6115385,,A,Afternoon,4,61.8660714,,B,Morn,1,74.1267857,,B,Noon,1,72.5245283,,B,Afternoon,1,65.4166667,,B,Morn,2,59.3941177,,B,Noon,2,59.5581818,,B,Afternoon,2,66.5528302,,B,Morn,3,59.1351852,,B,Noon,3,69.2132076,,B,Afternoon,3,61.7653846,,B,Morn,4,71.5781818,,B,Noon,4,56.2963636,,B,Afternoon,4,69.5566038,,C,Morn,1,51.4288462,,C,Noon,1,69.9784314,,C,Afternoon,1,58.6961539,,C,Morn,2,38.9346939,,C,Noon,2,49.7425926,,C,Afternoon,2,59.0568628,,C,Morn,3,33.1072727,,C,Noon,3,49.9538462,,C,Afternoon,3,50.45,,C,Morn,4,45.3423077,,C,Noon,4,43.5730769,,C,Afternoon,4,37.1788462
A,Morn,1,59.4,,A,Noon,1,76.76,,A,Afternoon,1,74.55,,A,Morn,2,55.1,,A,Noon,2,64.58,,A,Afternoon,2,74.245098,,A,Morn,3,62.4568628,,A,Noon,3,69.6423077,,A,Afternoon,3,68.6685185,,A,Morn,4,49.1137255,,A,Noon,4,82.4442308,,A,Afternoon,4,60.6785714,,B,Morn,1,74.8321429,,B,Noon,1,73.9396226,,B,Afternoon,1,65.3611111,,B,Morn,2,58.1215686,,B,Noon,2,60.6745455,,B,Afternoon,2,68.3735849,,B,Morn,3,64.6722222,,B,Noon,3,67.6113208,,B,Afternoon,3,64.9115385,,B,Morn,4,72.1436364,,B,Noon,4,69.4309091,,B,Afternoon,4,68.5830189,,C,Morn,1,48.5942308,,C,Noon,1,68.3431373,,C,Afternoon,1,58.9096154,,C,Morn,2,41.3061225,,C,Noon,2,55.1981482,,C,Afternoon,2,57.8196078,,C,Morn,3,32.6781818,,C,Noon,3,51.9788462,,C,Afternoon,3,46.7365385,,C,Morn,4,43.425,,C,Noon,4,49.8615385,,C,Afternoon,4,35.5538462
A,Morn,1,58.34,,A,Noon,1,76.76,,A,Afternoon,1,73,,A,Morn,2,54.6,,A,Noon,2,62.05,,A,Afternoon,2,73.1176471,,A,Morn,3,60.327451,,A,Noon,3,68.4711539,,A,Afternoon,3,68.6555556,,A,Morn,4,49.6901961,,A,Noon,4,83.9807692,,A,Afternoon,4,61.5017857,,B,Morn,1,75.7357143,,B,Noon,1,72.254717,,B,Afternoon,1,67.5092593,,B,Morn,2,57.4529412,,B,Noon,2,63.7927273,,B,Afternoon,2,68.6981132,,B,Morn,3,61.7222222,,B,Noon,3,65.3132076,,B,Afternoon,3,67.9288462,,B,Morn,4,70.7436364,,B,Noon,4,81.4272727,,B,Afternoon,4,68.8981132,,C,Morn,1,53.3903846,,C,Noon,1,69.7980392,,C,Afternoon,1,56.7288462,,C,Morn,2,39.9918367,,C,Noon,2,53.7018519,,C,Afternoon,2,59.027451,,C,Morn,3,33.7018182,,C,Noon,3,54.2461539,,C,Afternoon,3,48.3653846,,C,Morn,4,44.6403846,,C,Noon,4,44.4230769,,C,Afternoon,4,29.1865385
A,Morn,1,61.62,,A,Noon,1,76.76,,A,Afternoon,1,72.35,,A,Morn,2,55.3,,A,Noon,2,60.402,,A,Afternoon,2,72.4627451,,A,Morn,3,62.027451,,A,Noon,3,69.1096154,,A,Afternoon,3,69.7981482,,A,Morn,4,44.7823529,,A,Noon,4,77.9923077,,A,Afternoon,4,60.5178571,,B,Morn,1,76.6089286,,B,Noon,1,72.7339623,,B,Afternoon,1,64.7851852,,B,Morn,2,57.8745098,,B,Noon,2,64.7709091,,B,Afternoon,2,68.0962264,,B,Morn,3,59.8092593,,B,Noon,3,66.7867925,,B,Afternoon,3,67.15,,B,Morn,4,70.2709091,,B,Noon,4,64.7436364,,B,Afternoon,4,68.1471698,,C,Morn,1,51.8115385,,C,Noon,1,70.7294118,,C,Afternoon,1,54.3211539,,C,Morn,2,39.3469388,,C,Noon,2,52.3240741,,C,Afternoon,2,57.4823529,,C,Morn,3,32.6436364,,C,Noon,3,57.1615385,,C,Afternoon,3,52.6769231,,C,Morn,4,38.3076923,,C,Noon,4,38.6423077,,C,Afternoon,4,28.775
A,Morn,1,61.44,,A,Noon,1,76.76,,A,Afternoon,1,72.5,,A,Morn,2,59.2,,A,Noon,2,62.828,,A,Afternoon,2,72.3235294,,A,Morn,3,62.6705882,,A,Noon,3,71.7153846,,A,Afternoon,3,71.1981482,,A,Morn,4,51.8960784,,A,Noon,4,68.8923077,,A,Afternoon,4,60.7,,B,Morn,1,77.0982143,,B,Noon,1,68.6603774,,B,Afternoon,1,63.637037,,B,Morn,2,58.1372549,,B,Noon,2,59.86,,B,Afternoon,2,69.8698113,,B,Morn,3,65.5185185,,B,Noon,3,66.6641509,,B,Afternoon,3,67.9634615,,B,Morn,4,70.7454546,,B,Noon,4,72.5927273,,B,Afternoon,4,68.4018868,,C,Morn,1,50.6596154,,C,Noon,1,70.4843137,,C,Afternoon,1,58.7461539,,C,Morn,2,38.7714286,,C,Noon,2,55.7296296,,C,Afternoon,2,54.9823529,,C,Morn,3,33.2527273,,C,Noon,3,56.5134615,,C,Afternoon,3,57.8057692,,C,Morn,4,42.8346154,,C,Noon,4,39.9365385,,C,Afternoon,4,28.1961539
A,Morn,1,57.8,,A,Noon,1,76.76,,A,Afternoon,1,74.3,,A,Morn,2,54.4,,A,Noon,2,67.552,,A,Afternoon,2,76.672549,,A,Morn,3,59.6607843,,A,Noon,3,69.0115385,,A,Afternoon,3,70.2518519,,A,Morn,4,52.2235294,,A,Noon,4,68.5557692,,A,Afternoon,4,61.2285714,,B,Morn,1,77.6321429,,B,Noon,1,70.245283,,B,Afternoon,1,63.5574074,,B,Morn,2,57.0470588,,B,Noon,2,57.5890909,,B,Afternoon,2,67.6716981,,B,Morn,3,62.3796296,,B,Noon,3,65.6283019,,B,Afternoon,3,66.2961539,,B,Morn,4,70.6145455,,B,Noon,4,83.9236364,,B,Afternoon,4,68.1641509,,C,Morn,1,47.0269231,,C,Noon,1,69.8862745,,C,Afternoon,1,59.1769231,,C,Morn,2,38.4244898,,C,Noon,2,53.4074074,,C,Afternoon,2,62.8372549,,C,Morn,3,34.3072727,,C,Noon,3,56.1346154,,C,Afternoon,3,51.6288462,,C,Morn,4,44.3673077,,C,Noon,4,43.9115385,,C,Afternoon,4,29.0884615
A,Morn,1,57.18,,A,Noon,1,76.76,,A,Afternoon,1,74.15,,A,Morn,2,56,,A,Noon,2,63.306,,A,Afternoon,2,75.1980392,,A,Morn,3,60.2098039,,A,Noon,3,64.9423077,,A,Afternoon,3,70.4148148,,A,Morn,4,51.6764706,,A,Noon,4,67.2961539,,A,Afternoon,4,62.4267857,,B,Morn,1,77.65,,B,Noon,1,72.5396226,,B,Afternoon,1,64.3833333,,B,Morn,2,57.3215686,,B,Noon,2,67.4490909,,B,Afternoon,2,65.3415094,,B,Morn,3,68.4148148,,B,Noon,3,65.3716981,,B,Afternoon,3,65.8980769,,B,Morn,4,72.6672727,,B,Noon,4,75.2890909,,B,Afternoon,4,68.5358491,,C,Morn,1,46.2307692,,C,Noon,1,68.7529412,,C,Afternoon,1,52.8384615,,C,Morn,2,37.6204082,,C,Noon,2,53.3092593,,C,Afternoon,2,60.6823529,,C,Morn,3,34.6781818,,C,Noon,3,56.1596154,,C,Afternoon,3,51.5826923,,C,Morn,4,43.8,,C,Noon,4,42.9019231,,C,Afternoon,4,28.2307692
A,Morn,1,57.9,,A,Noon,1,76.76,,A,Afternoon,1,75.8,,A,Morn,2,61.3,,A,Noon,2,60.574,,A,Afternoon,2,73.9333333,,A,Morn,3,61.8470588,,A,Noon,3,66.1980769,,A,Afternoon,3,69.7092593,,A,Morn,4,49.554902,,A,Noon,4,72.0365385,,A,Afternoon,4,61.3196429,,B,Morn,1,77.7392857,,B,Noon,1,67.190566,,B,Afternoon,1,65.0518519,,B,Morn,2,59.4647059,,B,Noon,2,67.2745455,,B,Afternoon,2,66.6679245,,B,Morn,3,66.1907407,,B,Noon,3,66.2622642,,B,Afternoon,3,68.6730769,,B,Morn,4,71.7290909,,B,Noon,4,65.3890909,,B,Afternoon,4,68.6622642,,C,Morn,1,48.5211539,,C,Noon,1,69.4254902,,C,Afternoon,1,53.2076923,,C,Morn,2,38.3469388,,C,Noon,2,49.812963,,C,Afternoon,2,59.3647059,,C,Morn,3,32.6018182,,C,Noon,3,55.6115385,,C,Afternoon,3,50.0096154,,C,Morn,4,40.4211539,,C,Noon,4,46.5326923,,C,Afternoon,4,29.4269231
A,Morn,1,58.04,,A,Noon,1,76.76,,A,Afternoon,1,69.1,,A,Morn,2,57.7,,A,Noon,2,65.036,,A,Afternoon,2,75.7960784,,A,Morn,3,62.9941177,,A,Noon,3,75.0365385,,A,Afternoon,3,69.437037,,A,Morn,4,48.2568628,,A,Noon,4,74.3288462,,A,Afternoon,4,61.2767857,,B,Morn,1,79.6196429,,B,Noon,1,70.8660377,,B,Afternoon,1,65.012963,,B,Morn,2,63.2431373,,B,Noon,2,67.6945455,,B,Afternoon,2,66.4226415,,B,Morn,3,66.7407407,,B,Noon,3,66.3924528,,B,Afternoon,3,67.5519231,,B,Morn,4,73.4436364,,B,Noon,4,62.7363636,,B,Afternoon,4,68.4169811,,C,Morn,1,45.9346154,,C,Noon,1,71.8176471,,C,Afternoon,1,51.85,,C,Morn,2,40.2857143,,C,Noon,2,54.4333333,,C,Afternoon,2,55.9764706,,C,Morn,3,40.2490909,,C,Noon,3,55.7211539,,C,Afternoon,3,49.125,,C,Morn,4,41.5673077,,C,Noon,4,40.3769231,,C,Afternoon,4,28.4961539
A,Morn,1,60.74,,A,Noon,1,76.76,,A,Afternoon,1,69.95,,A,Morn,2,61.5,,A,Noon,2,64.46,,A,Afternoon,2,73.0960784,,A,Morn,3,64.9235294,,A,Noon,3,75.9269231,,A,Afternoon,3,69.2685185,,A,Morn,4,49.5568628,,A,Noon,4,74.5230769,,A,Afternoon,4,60.6285714,,B,Morn,1,79.2285714,,B,Noon,1,71.7433962,,B,Afternoon,1,65.7481482,,B,Morn,2,60.7372549,,B,Noon,2,68.9545455,,B,Afternoon,2,69.1698113,,B,Morn,3,63.562963,,B,Noon,3,64.3415094,,B,Afternoon,3,67.4846154,,B,Morn,4,74.8618182,,B,Noon,4,87.1672727,,B,Afternoon,4,67.7943396,,C,Morn,1,47.3884615,,C,Noon,1,70.6588235,,C,Afternoon,1,55.8403846,,C,Morn,2,38.9265306,,C,Noon,2,52.5888889,,C,Afternoon,2,55.5980392,,C,Morn,3,34.6872727,,C,Noon,3,55.775,,C,Afternoon,3,47.6596154,,C,Morn,4,38.2634615,,C,Noon,4,43.6038462,,C,Afternoon,4,35.2807692
